0,0,0,13.539,13.539
1.681,0,0,13.05,14.027
2.679,0,0,13.05,14.027
3.675,0,0,13.539,14.027
4.667,0,0,13.539,13.539
5.662,0,0,13.05,14.027
6.66,0,0,13.539,14.027
7.66,0,0,13.05,14.027
8.659,0,0,13.05,14.027
9.66,100,0,13.539,14.027
10.661,100,0,13.539,14.027
11.66,100,0,13.539,14.027
12.651,100,0,13.539,14.027
13.648,100,0,13.539,14.027
14.647,100,0,13.539,14.516
15.638,100,0,13.539,14.027
16.631,100,0,13.539,14.027
17.621,100,0,13.539,14.027
18.615,100,0,13.539,14.027
19.609,100,0,14.027,14.027
20.607,100,0,14.027,14.027
21.61,100,0,14.027,13.539
22.604,100,0,14.027,14.027
23.604,100,0,14.027,14.027
24.597,100,0,14.516,14.027
25.718,100,0,14.516,14.516
26.717,100,0,14.516,13.539
27.715,100,0,15.005,14.027
28.711,100,0,15.005,14.027
29.703,100,0,15.005,14.027
30.704,100,0,15.494,14.027
31.71,100,0,15.494,14.027
32.704,100,0,15.982,14.027
33.697,100,0,15.982,14.027
34.694,100,0,16.471,14.027
35.691,100,0,16.471,14.027
36.688,100,0,16.96,14.516
37.681,100,0,16.96,14.516
38.675,100,0,17.449,14.027
39.668,100,0,17.449,14.516
40.664,100,0,17.937,14.027
41.668,100,0,18.426,14.516
42.661,100,0,18.426,14.516
43.661,100,0,18.915,14.516
44.655,100,0,19.404,14.516
45.654,100,0,19.404,14.516
46.653,100,0,19.404,14.516
47.651,100,0,19.892,14.516
48.647,100,0,19.892,14.516
49.646,100,0,20.381,14.516
50.647,100,0,20.381,14.516
51.642,100,0,21.359,15.005
52.637,100,0,21.359,15.005
53.634,100,0,21.359,15.005
54.631,100,0,21.848,14.516
55.627,100,0,21.848,15.005
56.626,100,0,22.825,15.005
57.617,100,0,22.825,15.005
58.611,100,0,22.825,15.005
59.607,100,0,23.314,15.005
60.605,100,0,23.803,15.494
61.606,100,0,24.291,15.494
62.611,100,0,24.291,15.494
63.612,100,0,24.78,15.494
64.607,100,0,25.269,15.982
65.599,100,0,25.758,15.982
66.593,100,0,25.758,15.982
67.592,100,0,26.246,15.982
68.584,100,0,26.735,15.982
69.574,100,0,26.735,15.982
70.571,100,0,26.735,16.471
71.567,100,0,27.224,15.982
72.564,100,0,27.713,16.471
73.563,100,0,28.201,16.471
74.559,100,0,28.69,16.471
75.553,100,0,28.69,16.96
76.552,100,0,29.179,16.96
77.553,100,0,29.668,16.96
78.547,100,0,29.668,16.96
79.543,100,0,30.156,16.96
80.539,100,0,30.156,17.449
81.534,100,0,30.645,17.449
82.53,100,0,31.134,17.449
83.526,100,0,31.623,17.449
84.526,100,0,31.623,17.449
85.529,100,0,32.111,17.937
86.523,100,0,32.6,17.937
87.514,100,0,32.6,17.449
88.512,100,0,33.089,17.937
89.502,100,0,33.578,18.426
90.506,100,0,33.578,18.426
91.498,100,0,34.066,18.426
92.493,100,0,34.555,18.426
93.49,100,0,34.555,19.404
94.492,100,0,35.044,18.915
95.492,100,0,35.533,18.915
96.486,100,0,35.533,19.404
97.48,100,0,36.022,19.404
98.476,100,0,36.022,19.404
99.473,100,50,36.51,19.892
100.47,100,50,36.999,19.892
101.46,100,50,37.488,19.892
102.45,100,50,36.999,20.87
103.44,100,50,38.465,20.87
104.44,100,50,37.977,20.381
105.44,100,50,38.954,21.848
106.45,100,50,38.954,20.87
107.44,100,50,38.954,21.848
108.43,100,50,39.443,20.87
109.43,100,50,39.443,20.381
110.43,100,50,39.932,20.87
111.42,100,50,40.42,20.87
112.42,100,50,40.909,22.825
113.41,100,50,41.398,21.848
114.41,100,50,40.909,21.848
115.4,100,50,41.887,23.314
116.4,100,50,41.887,22.336
117.39,100,50,42.864,23.314
118.38,100,50,42.864,22.336
119.38,100,50,42.864,22.336
120.37,100,50,43.353,23.314
121.36,100,50,43.353,23.314
122.36,100,50,43.842,24.291
123.35,100,50,43.842,23.314
124.35,100,50,43.842,23.803
125.35,100,50,44.819,23.314
126.34,100,50,44.819,25.269
127.34,100,50,45.308,24.78
128.33,100,50,45.308,24.78
129.32,100,50,45.797,25.269
130.32,100,50,45.797,25.269
131.31,100,50,46.285,25.758
132.31,100,50,45.797,25.758
133.3,100,50,46.285,25.758
134.3,100,50,46.774,27.224
135.29,100,50,47.263,27.713
136.29,100,50,46.774,26.735
137.29,100,50,47.263,28.201
138.28,100,50,47.752,28.201
139.28,100,50,48.24,27.713
140.28,100,50,48.729,27.713
141.28,100,50,48.24,27.713
142.28,100,50,48.729,28.201
143.28,100,50,49.218,28.201
144.28,100,50,49.218,28.69
145.28,100,50,50.196,29.668
146.27,100,50,49.707,29.179
147.26,100,50,50.196,29.179
148.26,100,50,50.196,29.668
149.25,100,50,50.684,30.645
150.25,100,50,50.684,30.156
151.24,100,50,51.173,31.623
152.24,100,50,51.662,30.645
153.24,100,50,51.662,32.111
154.23,100,50,51.662,31.134
155.23,100,50,52.151,31.134
156.22,100,50,52.151,31.623
157.21,100,50,52.639,31.623
158.21,100,50,52.639,31.134
159.2,100,50,52.639,32.111
160.2,100,50,53.128,33.578
161.2,100,50,53.128,32.6
162.19,100,50,53.617,33.089
163.19,100,50,53.617,33.089
164.19,100,50,53.617,33.089
165.18,100,50,54.106,34.555
166.18,100,50,54.106,33.578
167.17,100,50,54.106,35.044
168.17,100,50,55.083,35.533
169.17,100,50,54.594,34.066
170.17,100,50,54.594,36.022
171.17,100,50,55.572,36.022
172.17,100,50,55.083,35.044
173.17,100,50,55.572,35.533
174.18,100,50,56.061,37.488
175.17,100,50,56.061,36.022
176.16,100,50,55.572,36.022
177.16,100,50,56.061,36.51
178.16,100,50,56.061,36.51
179.15,100,50,56.549,37.977
180.15,100,50,57.038,36.999
181.15,100,50,57.527,38.465
182.14,100,50,57.038,37.977
183.14,100,50,57.038,37.488
184.13,100,50,58.016,37.977
185.13,100,50,58.016,39.443
186.12,100,50,58.504,38.465
187.11,100,50,58.504,39.443
188.1,100,50,58.504,38.954
189.09,100,50,58.504,38.954
190.09,100,50,58.504,39.443
191.08,100,50,58.993,40.42
192.08,100,50,58.993,39.443
193.07,100,50,59.482,41.398
194.07,100,50,59.482,39.932
195.08,100,50,59.482,40.42
196.07,100,50,59.482,41.398
197.07,100,50,59.971,40.909
198.06,100,50,59.971,40.909
199.06,5,50,59.971,40.909
200.05,5,50,59.971,40.909
201.05,5,50,59.971,42.375
202.04,5,50,60.459,41.398
203.04,5,50,60.459,41.887
204.03,5,50,60.459,43.353
205.03,5,50,60.459,42.375
206.02,5,50,60.948,42.375
207.02,5,50,60.948,42.375
208.01,5,50,60.948,42.864
209.01,5,50,60.948,43.353
210.01,5,50,60.948,44.33
211,5,50,61.437,43.353
212,5,50,60.948,44.819
212.99,5,50,60.948,43.353
213.98,5,50,60.948,43.842
214.98,5,50,60.948,44.819
215.98,5,50,60.948,45.308
216.97,5,50,60.459,45.308
217.97,5,50,60.459,44.33
218.97,5,50,60.948,44.33
219.97,5,50,60.459,45.797
220.97,5,50,60.459,44.819
221.96,5,50,60.459,44.819
222.96,5,50,60.459,46.285
223.95,5,50,59.971,45.308
224.95,5,50,59.971,45.308
225.95,5,50,59.971,45.308
226.94,5,50,59.971,45.797
227.93,5,50,59.482,45.797
228.92,5,50,59.482,46.285
229.91,5,50,59.482,45.797
230.91,5,50,59.482,45.797
231.91,5,50,58.993,47.263
232.9,5,50,58.993,47.752
233.89,5,50,58.504,46.285
234.89,5,50,58.993,46.774
235.89,5,50,58.504,48.24
236.88,5,50,58.016,46.774
237.88,5,50,58.016,46.774
238.87,5,50,58.016,48.24
239.87,5,50,58.016,48.24
240.86,5,50,57.527,47.263
241.85,5,50,57.527,47.263
242.84,5,50,57.038,48.729
243.84,5,50,57.038,47.263
244.84,5,50,56.549,47.263
245.84,5,50,56.061,47.263
246.83,5,50,56.549,47.752
247.83,5,50,55.572,48.729
248.83,5,50,55.572,47.263
249.83,5,50,55.083,47.752
250.82,5,50,55.083,47.752
251.82,5,50,55.083,47.752
252.82,5,50,55.083,47.752
253.81,5,50,54.594,47.752
254.8,5,50,54.594,49.707
255.79,5,50,54.106,48.24
256.78,5,50,54.106,49.218
257.78,5,50,53.617,48.24
258.77,5,50,53.617,49.218
259.77,5,50,53.128,48.24
260.76,5,50,53.128,48.24
261.75,5,50,53.128,48.24
262.75,5,50,52.639,49.707
263.74,5,50,52.151,48.24
264.74,5,50,52.151,48.24
265.74,5,50,52.151,48.24
