0,0,20.87
1.005,0,20.87
2.009,0,20.87
3.011,0,20.87
4.003,0,20.87
4.997,0,20.87
6.002,0,20.87
7.002,0,20.87
8.006,0,20.87
8.997,100,20.87
9.988,100,20.87
10.982,100,21.359
11.974,100,20.87
12.978,100,20.87
13.971,100,20.87
14.973,100,21.359
15.964,100,21.359
16.968,100,21.359
17.958,100,20.87
18.95,100,21.359
19.942,100,21.359
20.946,100,21.359
21.949,100,21.359
22.952,100,21.848
23.944,100,21.848
24.943,100,21.848
25.936,100,22.336
26.934,100,21.848
27.938,100,22.336
28.941,100,22.825
29.944,100,22.825
30.936,100,23.314
31.93,100,23.803
32.92,100,23.314
33.917,100,23.803
34.92,100,24.291
35.915,100,24.291
37.136,100,24.78
38.131,100,25.269
39.136,100,25.269
40.13,100,25.269
41.134,100,25.758
42.138,100,26.246
43.129,100,26.246
44.12,100,26.735
45.124,100,26.735
46.126,100,26.246
47.119,100,26.735
48.447,100,28.201
49.44,100,28.201
50.443,100,28.201
51.435,100,28.69
52.428,100,29.179
53.42,100,29.179
54.412,100,29.179
55.407,100,30.156
56.399,100,30.156
57.394,100,30.645
58.396,100,31.134
59.397,100,31.134
60.402,100,31.623
61.405,100,32.6
62.398,100,32.111
63.388,100,32.6
64.379,100,33.089
65.371,100,33.089
66.363,100,33.089
67.354,100,34.066
68.36,100,34.066
69.35,100,35.044
70.355,100,35.044
71.35,100,35.044
72.348,100,35.533
73.34,100,36.022
74.345,100,36.022
75.337,100,36.51
76.34,100,36.999
77.345,100,37.488
78.336,100,37.488
79.338,100,37.977
80.329,100,38.465
81.334,100,37.977
82.327,100,38.954
83.321,100,38.954
84.326,100,39.443
85.325,100,39.932
86.328,100,40.42
87.332,100,40.42
88.322,100,40.909
89.325,100,40.909
90.318,100,40.909
91.312,100,41.887
92.303,100,42.375
93.294,100,42.375
94.295,100,42.375
95.287,100,42.864
96.292,100,43.353
97.298,100,43.353
98.29,100,43.842
99.284,100,44.33
100.27,100,44.33
101.27,100,44.819
102.26,100,45.308
103.25,100,45.797
104.24,100,45.797
105.25,100,46.285
106.25,100,45.797
107.25,100,46.285
108.25,100,47.263
109.26,100,47.752
110.25,100,47.263
111.24,100,48.24
112.23,100,48.24
113.22,100,48.729
114.22,100,48.729
115.21,100,48.729
116.22,100,49.707
117.22,100,49.707
118.22,100,49.707
119.22,100,50.684
120.22,100,50.684
121.23,100,50.196
122.23,100,51.662
123.23,100,51.662
124.22,100,51.662
125.23,100,52.151
126.23,100,52.151
127.23,100,52.639
128.22,100,53.128
129.21,100,53.128
130.21,100,54.106
131.22,100,53.617
132.21,100,53.617
133.21,100,54.106
134.21,100,54.594
135.21,100,55.572
136.22,100,55.083
137.21,100,55.083
138.2,100,55.572
139.21,100,56.061
140.21,100,55.572
141.2,100,55.572
142.21,100,55.572
143.21,100,56.061
144.22,100,56.549
145.23,100,56.549
146.31,100,57.038
147.31,100,57.527
148.31,100,57.527
149.3,100,57.527
150.31,100,58.016
151.31,100,57.527
152.3,100,58.504
153.29,100,58.504
154.28,100,58.504
155.29,100,58.993
156.28,100,59.482
157.28,100,58.993
158.27,100,59.971
159.27,100,59.971
160.26,100,60.459
161.25,100,59.971
162.24,100,59.971
163.23,100,59.971
164.23,100,60.459
165.24,100,60.459
166.24,100,60.948
167.23,100,60.948
168.22,100,61.926
169.22,100,61.926
170.21,100,61.926
171.21,100,61.926
172.21,100,62.414
173.2,100,62.903
174.2,100,62.903
175.19,100,63.392
176.18,100,62.903
177.19,100,63.392
178.18,100,63.881
179.18,100,62.903
180.18,100,63.881
181.18,100,63.881
182.18,100,64.37
183.18,100,64.858
184.17,100,65.347
185.16,100,65.347
186.16,100,65.347
187.16,100,65.836
188.16,100,65.836
189.15,100,65.836
190.15,100,66.813
191.14,100,66.813
192.15,100,67.302
193.15,100,67.302
194.14,100,67.302
195.14,100,67.791
196.15,100,67.791
197.15,100,67.302
198.14,100,67.791
199.13,5,67.791
200.12,5,67.302
201.11,5,67.791
202.1,5,67.791
203.09,5,67.791
204.1,5,68.28
205.09,5,68.28
206.09,5,68.768
207.09,5,67.791
208.08,5,68.28
209.08,5,68.28
210.07,5,68.28
211.06,5,68.28
212.05,5,67.791
213.05,5,67.791
214.04,5,68.768
215.03,5,67.791
216.02,5,67.791
217.02,5,67.791
218.01,5,67.791
219.02,5,67.791
220.01,5,67.791
221,5,67.791
222,5,67.302
223,5,67.302
223.99,5,67.791
224.98,5,67.302
225.97,5,67.302
226.96,5,67.302
227.96,5,67.791
228.95,5,67.302
229.95,5,66.325
230.95,5,67.302
231.94,5,66.325
232.93,5,66.325
233.93,5,66.325
234.92,5,66.325
235.91,5,65.836
236.9,5,65.836
237.9,5,65.836
238.89,5,65.836
239.88,5,64.858
240.89,5,64.858
241.88,5,64.37
242.87,5,64.37
243.86,5,63.392
244.85,5,63.392
245.84,5,63.392
246.85,5,62.903
247.85,5,62.903
248.86,5,62.903
249.86,5,62.903
250.85,5,62.414
251.84,5,62.414
252.84,5,61.926
253.83,5,61.926
254.83,5,62.414
255.84,5,61.437
256.84,5,61.437
257.83,5,61.437
258.84,5,61.437
259.84,5,61.926
260.83,5,60.948
261.83,5,60.948
262.82,5,60.948
263.82,5,60.459
264.82,5,60.459
265.82,5,60.459
266.81,5,59.971
267.82,5,59.971
268.81,5,59.482
269.8,5,59.482
270.79,5,59.482
271.78,5,58.993
272.79,5,58.504
273.78,5,58.504
274.77,5,58.993
275.77,5,58.016
276.77,5,58.504
277.76,5,58.016
278.76,5,57.038
279.76,5,57.527
280.76,5,57.038
281.76,5,57.038
282.77,5,57.038
283.77,5,57.038
284.76,5,56.549
285.76,5,57.038
286.75,5,56.061
287.74,5,56.061
288.73,5,56.061
289.72,5,56.061
290.71,5,55.572
291.7,5,55.572
292.7,5,55.572
293.69,5,55.572
294.68,5,55.572
295.69,5,55.572
296.68,5,55.083
297.67,5,55.083
298.67,5,55.083
299.66,5,54.594
300.66,5,54.594
301.65,5,54.594
302.64,5,54.594
303.63,5,54.594
