304.63,5,54.594
305.62,5,53.617
306.61,5,54.106
307.6,5,53.617
308.6,5,53.617
309.59,5,53.617
310.59,5,53.128
311.6,5,53.617
312.6,5,53.128
313.6,5,52.639
314.59,5,52.151
315.6,5,52.639
316.6,5,52.639
317.6,5,52.151
318.59,5,52.151
319.58,5,52.151
320.58,5,51.662
321.57,5,52.151
322.56,5,51.662
323.55,5,51.662
324.55,5,51.173
325.55,5,51.662
326.54,5,50.684
327.54,5,50.684
328.55,5,50.684
329.54,5,49.707
330.53,5,49.707
331.52,5,49.218
332.52,5,49.218
333.52,5,49.218
334.52,5,49.218
335.53,5,48.729
336.52,5,48.729
337.52,5,48.729
338.52,5,48.729
339.51,5,48.729
340.51,5,48.24
341.51,5,47.752
342.5,5,48.24
343.5,5,47.752
344.5,5,47.263
345.49,5,47.752
346.48,5,47.263
347.47,5,47.263
348.46,5,47.752
349.47,5,47.263
350.46,5,46.774
351.46,5,46.774
352.47,5,47.263
353.47,5,46.774
354.47,5,46.774
355.47,5,46.285
356.47,5,46.285
357.47,5,46.285
358.48,5,46.285
359.47,5,45.797
360.47,5,46.285
361.47,5,45.797
362.46,5,45.797
363.47,5,45.797
364.46,5,45.308
365.45,5,45.308
366.45,5,44.819
367.45,5,45.308
368.45,5,45.308
369.45,5,44.819
370.44,5,44.819
371.43,5,44.819
372.43,5,44.819
373.44,5,44.33
374.43,5,43.842
375.42,5,43.842
376.43,5,43.842
377.43,5,43.842
378.42,5,43.842
379.41,5,43.842
380.41,5,43.353
381.42,5,43.842
382.42,5,43.353
383.41,5,43.842
384.41,5,43.842
385.42,5,43.353
386.42,5,43.353
387.5,5,43.353
388.91,5,42.864
389.91,5,43.353
390.9,5,42.864
391.89,5,42.864
392.88,5,42.375
393.89,5,42.375
394.88,5,42.864
395.88,5,42.375
396.89,5,42.864
397.89,5,42.864
398.88,70,42.864
399.88,70,42.864
400.88,70,41.887
401.88,70,42.375
402.89,70,42.375
403.89,70,42.375
404.89,70,42.375
405.88,70,42.375
406.89,70,42.864
407.89,70,42.864
408.88,70,42.375
409.89,70,42.864
410.89,70,41.887
411.88,70,41.887
412.87,70,42.375
413.88,70,42.375
414.87,70,41.887
415.87,70,42.375
416.86,70,41.887
417.86,70,41.887
418.85,70,42.375
419.84,70,42.375
420.84,70,42.375
421.84,70,42.375
422.84,70,42.864
423.83,70,42.864
424.83,70,43.353
425.83,70,42.864
426.82,70,43.353
427.83,70,43.842
428.82,70,43.353
429.81,70,43.353
430.81,70,43.353
431.8,70,43.842
432.8,70,43.842
433.8,70,43.842
434.79,70,44.819
435.78,70,43.842
436.78,70,44.33
437.77,70,45.308
438.76,70,44.819
439.76,70,44.819
440.76,70,44.819
441.76,70,45.308
442.77,70,45.308
443.76,70,45.797
444.77,70,45.308
445.77,70,46.285
446.76,70,45.797
447.76,70,46.285
448.75,70,46.285
449.74,70,45.797
450.75,70,46.285
451.74,70,47.263
452.74,70,46.774
453.73,70,47.263
454.74,70,47.263
455.73,70,47.263
456.72,70,47.752
457.71,70,47.752
458.71,70,48.24
459.71,70,47.752
460.71,70,48.24
461.71,70,48.24
462.71,70,47.752
463.7,70,48.729
464.7,70,48.729
465.69,70,48.729
466.69,70,48.729
467.68,70,49.218
468.68,70,49.707
469.68,70,49.218
470.69,70,49.707
471.68,70,49.707
472.67,70,50.684
473.66,70,50.196
474.65,70,50.684
475.65,70,50.196
476.65,70,50.684
477.65,70,51.173
478.64,70,51.173
479.63,70,51.173
480.63,70,51.173
481.62,70,51.662
482.61,70,52.151
483.61,70,51.173
484.61,70,52.151
485.61,70,51.662
486.6,70,53.128
487.6,70,52.639
488.61,70,52.639
489.6,70,52.639
490.59,70,53.128
491.58,70,53.128
492.59,70,53.128
493.58,70,53.617
494.57,70,53.617
495.56,70,53.617
496.57,70,54.594
497.56,70,53.128
498.57,70,53.617
499.56,70,55.083
500.55,70,54.594
501.54,70,54.106
502.55,70,54.594
503.55,70,54.594
504.56,70,54.106
505.56,70,54.594
506.55,70,56.061
507.54,70,55.083
508.55,70,55.572
509.55,70,55.572
510.55,70,55.083
511.56,70,55.572
512.56,70,56.061
513.55,70,56.061
514.54,70,56.061
515.53,70,56.061
516.53,70,56.061
517.53,70,56.549
518.53,70,56.549
519.53,70,57.038
520.53,70,57.038
521.54,70,57.527
522.54,70,57.038
523.54,70,57.038
524.55,70,57.527
525.55,70,57.527
526.54,70,57.527
527.53,70,57.527
528.53,70,58.016
529.53,70,57.527
530.54,70,57.527
531.54,70,57.038
532.53,70,57.038
533.54,70,57.527
534.53,70,57.527
535.53,70,57.527
536.52,70,58.016
537.52,70,57.527
538.51,70,58.016
539.5,70,58.016
540.5,70,58.016
541.5,70,58.504
542.5,70,58.016
543.49,70,58.993
544.49,70,58.504
545.5,70,58.504
546.5,70,58.504
547.5,70,58.993
548.5,70,59.482
549.51,70,59.482
550.51,70,59.482
551.52,70,59.482
552.51,70,59.971
553.59,70,60.459
554.58,70,60.459
555.57,70,59.971
556.58,70,60.459
557.58,70,60.459
558.57,70,60.459
559.57,70,60.459
560.56,70,60.459
561.56,70,60.459
562.55,70,60.948
563.56,70,60.459
564.55,70,60.948
565.54,70,61.437
566.53,70,61.437
567.52,70,60.948
568.52,70,61.437
569.51,70,61.926
570.51,70,61.926
571.52,70,61.437
572.51,70,61.437
573.5,70,61.926
574.51,70,62.414
575.5,70,61.926
576.5,70,61.926
577.5,70,62.414
578.5,70,62.414
579.5,70,62.903
580.49,70,62.414
581.48,70,62.414
582.47,70,62.414
583.48,70,62.903
584.48,70,62.903
585.48,70,62.414
586.49,70,62.414
587.48,70,62.414
588.47,70,62.414
589.48,70,62.414
590.47,70,62.903
591.46,70,62.903
592.45,70,62.903
593.46,70,62.903
594.45,70,62.903
595.44,70,63.392
596.43,70,62.903
597.43,70,62.414
598.42,70,62.903
